-- Logs begin at Mon 2023-08-21 11:34:55 UTC, end at Mon 2023-08-21 17:57:00 UTC. --
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.404: [gmm] ERROR: [suci-0-999-70-0000-0-0-0000000200] HTTP response error [400] (../src/amf/gmm-sm.c:1475)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.404: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[11] (../src/amf/ngap-handler.c:623)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.404: [gmm] ERROR: [suci-0-999-70-0000-0-0-0000000201] HTTP response error [400] (../src/amf/gmm-sm.c:1475)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.405: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[12] (../src/amf/ngap-handler.c:623)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.407: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[13] (../src/amf/ngap-handler.c:623)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.430: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[14] (../src/amf/ngap-handler.c:623)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.431: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[15] (../src/amf/ngap-handler.c:623)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.431: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[16] (../src/amf/ngap-handler.c:623)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.431: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[17] (../src/amf/ngap-handler.c:623)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.431: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[18] (../src/amf/ngap-handler.c:623)
Aug 21 17:55:32 open5gs open5gs-amfd[79996]: 08/21 17:55:32.431: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[19] (../src/amf/ngap-handler.c:623)
